sequence,gene,gene_family,kmer_family,family_card,picture_family,rel_phenotype
aadA2_1_NC_010870,aadA2,aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA13_2_NC010643:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_3_JQ414041:aadA1_4_JQ480156:aadA1_5_JX185132:aadA1b_1_M95287:aadA21_1_AY171244:aadA22_1_AM261837:aadA23_1_AJ809407:aadA24_1_AM711129:aadA24_1_DQ677333:aadA2_1_NC_010870:aadA2_2_JQ364967:aadA2b_1_D43625:aadA3_1_AF047479:aadA8b_1_AY139603:aadA8b_2_AM040708:ant(3'')-Ia_1_X02340,blaTEM-143_1_DQ075245:ARR-2_1_HQ141279:ARR-3_1_JF806499:ARR-3_4_FM207631:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:aac(3)-Ia_1_X15852:aac(3)-Ib_1_L06157:blaTEM-207_1_KC818234:aac(6')-Ib-Hangzhou_1_FJ503047:aac(6')-Ib-cr_1_DQ303918:aac(6')-Ib-cr_2_EF636461:aac(6')-Ib11_1_AY136758:aac(6')-Ib3_1_X60321:aac(6')-Ib_1_M21682:aac(6')-Ib_2_M23634:aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA13_2_NC010643:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_3_JQ414041:aadA1_4_JQ480156:aadA1_5_JX185132:aadA1b_1_M95287:aadA21_1_AY171244:aadA22_1_AM261837:aadA23_1_AJ809407:aadA24_1_AM711129:aadA24_1_DQ677333:aadA2_1_NC_010870:aadA2_2_JQ364967:aadA2b_1_D43625:aadA3_1_AF047479:aadA4_1_Z50802:aadA5_1_AF137361:aadA8b_1_AY139603:aadA8b_2_AM040708:blaTEM-208_1_KC865667:ant(3'')-Ia_1_X02340:ant(3'')-Ii-aac(6')-IId_1_AF453998:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaOXA-1_1_HQ170510:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,aadA,aadA,ami
aadA2_2_JQ364967,aadA2,aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA13_2_NC010643:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_3_JQ414041:aadA1_4_JQ480156:aadA1_5_JX185132:aadA1b_1_M95287:aadA21_1_AY171244:aadA22_1_AM261837:aadA23_1_AJ809407:aadA24_1_AM711129:aadA24_1_DQ677333:aadA2_1_NC_010870:aadA2_2_JQ364967:aadA2b_1_D43625:aadA3_1_AF047479:aadA8b_1_AY139603:aadA8b_2_AM040708:ant(3'')-Ia_1_X02340,blaTEM-143_1_DQ075245:ARR-2_1_HQ141279:ARR-3_1_JF806499:ARR-3_4_FM207631:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:aac(3)-Ia_1_X15852:aac(3)-Ib_1_L06157:blaTEM-207_1_KC818234:aac(6')-Ib-Hangzhou_1_FJ503047:aac(6')-Ib-cr_1_DQ303918:aac(6')-Ib-cr_2_EF636461:aac(6')-Ib11_1_AY136758:aac(6')-Ib3_1_X60321:aac(6')-Ib_1_M21682:aac(6')-Ib_2_M23634:aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA13_2_NC010643:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_3_JQ414041:aadA1_4_JQ480156:aadA1_5_JX185132:aadA1b_1_M95287:aadA21_1_AY171244:aadA22_1_AM261837:aadA23_1_AJ809407:aadA24_1_AM711129:aadA24_1_DQ677333:aadA2_1_NC_010870:aadA2_2_JQ364967:aadA2b_1_D43625:aadA3_1_AF047479:aadA4_1_Z50802:aadA5_1_AF137361:aadA8b_1_AY139603:aadA8b_2_AM040708:blaTEM-208_1_KC865667:ant(3'')-Ia_1_X02340:ant(3'')-Ii-aac(6')-IId_1_AF453998:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaOXA-1_1_HQ170510:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,aadA,aadA,ami
aadA2b_1_D43625,aadA2b,aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA13_2_NC010643:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_3_JQ414041:aadA1_4_JQ480156:aadA1_5_JX185132:aadA1b_1_M95287:aadA21_1_AY171244:aadA22_1_AM261837:aadA23_1_AJ809407:aadA24_1_AM711129:aadA24_1_DQ677333:aadA2_1_NC_010870:aadA2_2_JQ364967:aadA2b_1_D43625:aadA3_1_AF047479:aadA8b_1_AY139603:aadA8b_2_AM040708:ant(3'')-Ia_1_X02340,blaTEM-143_1_DQ075245:ARR-2_1_HQ141279:ARR-3_1_JF806499:ARR-3_4_FM207631:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:aac(3)-Ia_1_X15852:aac(3)-Ib_1_L06157:blaTEM-207_1_KC818234:aac(6')-Ib-Hangzhou_1_FJ503047:aac(6')-Ib-cr_1_DQ303918:aac(6')-Ib-cr_2_EF636461:aac(6')-Ib11_1_AY136758:aac(6')-Ib3_1_X60321:aac(6')-Ib_1_M21682:aac(6')-Ib_2_M23634:aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA13_2_NC010643:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_3_JQ414041:aadA1_4_JQ480156:aadA1_5_JX185132:aadA1b_1_M95287:aadA21_1_AY171244:aadA22_1_AM261837:aadA23_1_AJ809407:aadA24_1_AM711129:aadA24_1_DQ677333:aadA2_1_NC_010870:aadA2_2_JQ364967:aadA2b_1_D43625:aadA3_1_AF047479:aadA4_1_Z50802:aadA5_1_AF137361:aadA8b_1_AY139603:aadA8b_2_AM040708:blaTEM-208_1_KC865667:ant(3'')-Ia_1_X02340:ant(3'')-Ii-aac(6')-IId_1_AF453998:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaOXA-1_1_HQ170510:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,aadA,aadA,ami
aadA3_1_AF047479,aadA3,aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA13_2_NC010643:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_3_JQ414041:aadA1_4_JQ480156:aadA1_5_JX185132:aadA1b_1_M95287:aadA21_1_AY171244:aadA22_1_AM261837:aadA23_1_AJ809407:aadA24_1_AM711129:aadA24_1_DQ677333:aadA2_1_NC_010870:aadA2_2_JQ364967:aadA2b_1_D43625:aadA3_1_AF047479:aadA8b_1_AY139603:aadA8b_2_AM040708:ant(3'')-Ia_1_X02340,blaTEM-143_1_DQ075245:ARR-2_1_HQ141279:ARR-3_1_JF806499:ARR-3_4_FM207631:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:aac(3)-Ia_1_X15852:aac(3)-Ib_1_L06157:blaTEM-207_1_KC818234:aac(6')-Ib-Hangzhou_1_FJ503047:aac(6')-Ib-cr_1_DQ303918:aac(6')-Ib-cr_2_EF636461:aac(6')-Ib11_1_AY136758:aac(6')-Ib3_1_X60321:aac(6')-Ib_1_M21682:aac(6')-Ib_2_M23634:aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA13_2_NC010643:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_3_JQ414041:aadA1_4_JQ480156:aadA1_5_JX185132:aadA1b_1_M95287:aadA21_1_AY171244:aadA22_1_AM261837:aadA23_1_AJ809407:aadA24_1_AM711129:aadA24_1_DQ677333:aadA2_1_NC_010870:aadA2_2_JQ364967:aadA2b_1_D43625:aadA3_1_AF047479:aadA4_1_Z50802:aadA5_1_AF137361:aadA8b_1_AY139603:aadA8b_2_AM040708:blaTEM-208_1_KC865667:ant(3'')-Ia_1_X02340:ant(3'')-Ii-aac(6')-IId_1_AF453998:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaOXA-1_1_HQ170510:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,aadA,aadA,ami
aadA4_1_Z50802,aadA4,aadA5_1_AF137361:aadA4_1_Z50802,blaTEM-143_1_DQ075245:ARR-2_1_HQ141279:ARR-3_1_JF806499:ARR-3_4_FM207631:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:aac(3)-Ia_1_X15852:aac(3)-Ib_1_L06157:blaTEM-207_1_KC818234:aac(6')-Ib-Hangzhou_1_FJ503047:aac(6')-Ib-cr_1_DQ303918:aac(6')-Ib-cr_2_EF636461:aac(6')-Ib11_1_AY136758:aac(6')-Ib3_1_X60321:aac(6')-Ib_1_M21682:aac(6')-Ib_2_M23634:aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA13_2_NC010643:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_3_JQ414041:aadA1_4_JQ480156:aadA1_5_JX185132:aadA1b_1_M95287:aadA21_1_AY171244:aadA22_1_AM261837:aadA23_1_AJ809407:aadA24_1_AM711129:aadA24_1_DQ677333:aadA2_1_NC_010870:aadA2_2_JQ364967:aadA2b_1_D43625:aadA3_1_AF047479:aadA4_1_Z50802:aadA5_1_AF137361:aadA8b_1_AY139603:aadA8b_2_AM040708:blaTEM-208_1_KC865667:ant(3'')-Ia_1_X02340:ant(3'')-Ii-aac(6')-IId_1_AF453998:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaOXA-1_1_HQ170510:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,aadA,aadA,ami
aadA5_1_AF137361,aadA5,aadA5_1_AF137361:aadA4_1_Z50802,blaTEM-143_1_DQ075245:ARR-2_1_HQ141279:ARR-3_1_JF806499:ARR-3_4_FM207631:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:aac(3)-Ia_1_X15852:aac(3)-Ib_1_L06157:blaTEM-207_1_KC818234:aac(6')-Ib-Hangzhou_1_FJ503047:aac(6')-Ib-cr_1_DQ303918:aac(6')-Ib-cr_2_EF636461:aac(6')-Ib11_1_AY136758:aac(6')-Ib3_1_X60321:aac(6')-Ib_1_M21682:aac(6')-Ib_2_M23634:aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA13_2_NC010643:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_3_JQ414041:aadA1_4_JQ480156:aadA1_5_JX185132:aadA1b_1_M95287:aadA21_1_AY171244:aadA22_1_AM261837:aadA23_1_AJ809407:aadA24_1_AM711129:aadA24_1_DQ677333:aadA2_1_NC_010870:aadA2_2_JQ364967:aadA2b_1_D43625:aadA3_1_AF047479:aadA4_1_Z50802:aadA5_1_AF137361:aadA8b_1_AY139603:aadA8b_2_AM040708:blaTEM-208_1_KC865667:ant(3'')-Ia_1_X02340:ant(3'')-Ii-aac(6')-IId_1_AF453998:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaOXA-1_1_HQ170510:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,aadA,aadA,ami
aadA8b_1_AY139603,aadA8b,aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA13_2_NC010643:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_3_JQ414041:aadA1_4_JQ480156:aadA1_5_JX185132:aadA1b_1_M95287:aadA21_1_AY171244:aadA22_1_AM261837:aadA23_1_AJ809407:aadA24_1_AM711129:aadA24_1_DQ677333:aadA2_1_NC_010870:aadA2_2_JQ364967:aadA2b_1_D43625:aadA3_1_AF047479:aadA8b_1_AY139603:aadA8b_2_AM040708:ant(3'')-Ia_1_X02340,blaTEM-143_1_DQ075245:ARR-2_1_HQ141279:ARR-3_1_JF806499:ARR-3_4_FM207631:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:aac(3)-Ia_1_X15852:aac(3)-Ib_1_L06157:blaTEM-207_1_KC818234:aac(6')-Ib-Hangzhou_1_FJ503047:aac(6')-Ib-cr_1_DQ303918:aac(6')-Ib-cr_2_EF636461:aac(6')-Ib11_1_AY136758:aac(6')-Ib3_1_X60321:aac(6')-Ib_1_M21682:aac(6')-Ib_2_M23634:aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA13_2_NC010643:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_3_JQ414041:aadA1_4_JQ480156:aadA1_5_JX185132:aadA1b_1_M95287:aadA21_1_AY171244:aadA22_1_AM261837:aadA23_1_AJ809407:aadA24_1_AM711129:aadA24_1_DQ677333:aadA2_1_NC_010870:aadA2_2_JQ364967:aadA2b_1_D43625:aadA3_1_AF047479:aadA4_1_Z50802:aadA5_1_AF137361:aadA8b_1_AY139603:aadA8b_2_AM040708:blaTEM-208_1_KC865667:ant(3'')-Ia_1_X02340:ant(3'')-Ii-aac(6')-IId_1_AF453998:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaOXA-1_1_HQ170510:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,aadA,aadA,ami
aadA8b_2_AM040708,aadA8b,aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA13_2_NC010643:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_3_JQ414041:aadA1_4_JQ480156:aadA1_5_JX185132:aadA1b_1_M95287:aadA21_1_AY171244:aadA22_1_AM261837:aadA23_1_AJ809407:aadA24_1_AM711129:aadA24_1_DQ677333:aadA2_1_NC_010870:aadA2_2_JQ364967:aadA2b_1_D43625:aadA3_1_AF047479:aadA8b_1_AY139603:aadA8b_2_AM040708:ant(3'')-Ia_1_X02340,blaTEM-143_1_DQ075245:ARR-2_1_HQ141279:ARR-3_1_JF806499:ARR-3_4_FM207631:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:aac(3)-Ia_1_X15852:aac(3)-Ib_1_L06157:blaTEM-207_1_KC818234:aac(6')-Ib-Hangzhou_1_FJ503047:aac(6')-Ib-cr_1_DQ303918:aac(6')-Ib-cr_2_EF636461:aac(6')-Ib11_1_AY136758:aac(6')-Ib3_1_X60321:aac(6')-Ib_1_M21682:aac(6')-Ib_2_M23634:aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA13_2_NC010643:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_3_JQ414041:aadA1_4_JQ480156:aadA1_5_JX185132:aadA1b_1_M95287:aadA21_1_AY171244:aadA22_1_AM261837:aadA23_1_AJ809407:aadA24_1_AM711129:aadA24_1_DQ677333:aadA2_1_NC_010870:aadA2_2_JQ364967:aadA2b_1_D43625:aadA3_1_AF047479:aadA4_1_Z50802:aadA5_1_AF137361:aadA8b_1_AY139603:aadA8b_2_AM040708:blaTEM-208_1_KC865667:ant(3'')-Ia_1_X02340:ant(3'')-Ii-aac(6')-IId_1_AF453998:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaOXA-1_1_HQ170510:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,aadA,aadA,ami
ant(2'')-Ia_1_X04555,ant(2'')-Ia,ant(2'')-Ia_1_X04555:ant(2'')-Ia_6_AJ871915,ant(2'')-Ia_1_X04555:ant(2'')-Ia_6_AJ871915,ant(2''),ant(2''),ami
ant(2'')-Ia_6_AJ871915,ant(2'')-Ia,ant(2'')-Ia_1_X04555:ant(2'')-Ia_6_AJ871915,ant(2'')-Ia_1_X04555:ant(2'')-Ia_6_AJ871915,ant(2''),ant(2''),ami
ant(3'')-Ia_1_X02340,ant(3'')-Ia,aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA13_2_NC010643:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_3_JQ414041:aadA1_4_JQ480156:aadA1_5_JX185132:aadA1b_1_M95287:aadA21_1_AY171244:aadA22_1_AM261837:aadA23_1_AJ809407:aadA24_1_AM711129:aadA24_1_DQ677333:aadA2_1_NC_010870:aadA2_2_JQ364967:aadA2b_1_D43625:aadA3_1_AF047479:aadA8b_1_AY139603:aadA8b_2_AM040708:ant(3'')-Ia_1_X02340,blaTEM-143_1_DQ075245:ARR-2_1_HQ141279:ARR-3_1_JF806499:ARR-3_4_FM207631:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:aac(3)-Ia_1_X15852:aac(3)-Ib_1_L06157:blaTEM-207_1_KC818234:aac(6')-Ib-Hangzhou_1_FJ503047:aac(6')-Ib-cr_1_DQ303918:aac(6')-Ib-cr_2_EF636461:aac(6')-Ib11_1_AY136758:aac(6')-Ib3_1_X60321:aac(6')-Ib_1_M21682:aac(6')-Ib_2_M23634:aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA13_2_NC010643:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_3_JQ414041:aadA1_4_JQ480156:aadA1_5_JX185132:aadA1b_1_M95287:aadA21_1_AY171244:aadA22_1_AM261837:aadA23_1_AJ809407:aadA24_1_AM711129:aadA24_1_DQ677333:aadA2_1_NC_010870:aadA2_2_JQ364967:aadA2b_1_D43625:aadA3_1_AF047479:aadA4_1_Z50802:aadA5_1_AF137361:aadA8b_1_AY139603:aadA8b_2_AM040708:blaTEM-208_1_KC865667:ant(3'')-Ia_1_X02340:ant(3'')-Ii-aac(6')-IId_1_AF453998:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaOXA-1_1_HQ170510:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,ant(3''),aadA,ami
ant(3'')-Ii-aac(6')-IId_1_AF453998,ant(3'')-Ii-aac(6')-IId,aac(6')-Ib-Hangzhou_1_FJ503047:aac(6')-Ib-cr_1_DQ303918:aac(6')-Ib-cr_2_EF636461:aac(6')-Ib11_1_AY136758:aac(6')-Ib3_1_X60321:aac(6')-Ib_1_M21682:aac(6')-Ib_2_M23634:ant(3'')-Ii-aac(6')-IId_1_AF453998,blaTEM-143_1_DQ075245:ARR-2_1_HQ141279:ARR-3_1_JF806499:ARR-3_4_FM207631:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:aac(3)-Ia_1_X15852:aac(3)-Ib_1_L06157:blaTEM-207_1_KC818234:aac(6')-Ib-Hangzhou_1_FJ503047:aac(6')-Ib-cr_1_DQ303918:aac(6')-Ib-cr_2_EF636461:aac(6')-Ib11_1_AY136758:aac(6')-Ib3_1_X60321:aac(6')-Ib_1_M21682:aac(6')-Ib_2_M23634:aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA13_2_NC010643:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_3_JQ414041:aadA1_4_JQ480156:aadA1_5_JX185132:aadA1b_1_M95287:aadA21_1_AY171244:aadA22_1_AM261837:aadA23_1_AJ809407:aadA24_1_AM711129:aadA24_1_DQ677333:aadA2_1_NC_010870:aadA2_2_JQ364967:aadA2b_1_D43625:aadA3_1_AF047479:aadA4_1_Z50802:aadA5_1_AF137361:aadA8b_1_AY139603:aadA8b_2_AM040708:blaTEM-208_1_KC865667:ant(3'')-Ia_1_X02340:ant(3'')-Ii-aac(6')-IId_1_AF453998:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaOXA-1_1_HQ170510:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,ant(3''),ant(3''),ami
aph(3'')-Ib_1_M28829,aph(3'')-Ib,aph(3'')-Ib_1_M28829:aph(3'')-Ib_2_AF024602:aph(3'')-Ib_3_AF321550:aph(3'')-Ib_4_AF313472:aph(3'')-Ib_5_AF321551,aph(3'')-Ib_1_M28829:aph(3'')-Ib_2_AF024602:aph(3'')-Ib_3_AF321550:aph(3'')-Ib_4_AF313472:aph(3'')-Ib_5_AF321551,aph(3''),aph(3''),ami
aph(3'')-Ib_2_AF024602,aph(3'')-Ib,aph(3'')-Ib_1_M28829:aph(3'')-Ib_2_AF024602:aph(3'')-Ib_3_AF321550:aph(3'')-Ib_4_AF313472:aph(3'')-Ib_5_AF321551,aph(3'')-Ib_1_M28829:aph(3'')-Ib_2_AF024602:aph(3'')-Ib_3_AF321550:aph(3'')-Ib_4_AF313472:aph(3'')-Ib_5_AF321551,aph(3''),aph(3''),ami
aph(3'')-Ib_3_AF321550,aph(3'')-Ib,aph(3'')-Ib_1_M28829:aph(3'')-Ib_2_AF024602:aph(3'')-Ib_3_AF321550:aph(3'')-Ib_4_AF313472:aph(3'')-Ib_5_AF321551,aph(3'')-Ib_1_M28829:aph(3'')-Ib_2_AF024602:aph(3'')-Ib_3_AF321550:aph(3'')-Ib_4_AF313472:aph(3'')-Ib_5_AF321551,aph(3''),aph(3''),ami
aph(3'')-Ib_4_AF313472,aph(3'')-Ib,aph(3'')-Ib_1_M28829:aph(3'')-Ib_2_AF024602:aph(3'')-Ib_3_AF321550:aph(3'')-Ib_4_AF313472:aph(3'')-Ib_5_AF321551,aph(3'')-Ib_1_M28829:aph(3'')-Ib_2_AF024602:aph(3'')-Ib_3_AF321550:aph(3'')-Ib_4_AF313472:aph(3'')-Ib_5_AF321551,aph(3''),aph(3''),ami
aph(3'')-Ib_5_AF321551,aph(3'')-Ib,aph(3'')-Ib_1_M28829:aph(3'')-Ib_2_AF024602:aph(3'')-Ib_3_AF321550:aph(3'')-Ib_4_AF313472:aph(3'')-Ib_5_AF321551,aph(3'')-Ib_1_M28829:aph(3'')-Ib_2_AF024602:aph(3'')-Ib_3_AF321550:aph(3'')-Ib_4_AF313472:aph(3'')-Ib_5_AF321551,aph(3''),aph(3''),ami
aph(3')-IIa_2_V00618,aph(3')-IIa,aph(3')-IIa_2_V00618,aph(3')-IIa_2_V00618,aph(3'),aph(3'),ami
aph(3')-Ia_1_V00359,aph(3')-Ia,aph(3')-Ia_1_V00359:aph(3')-Ia_3_EF015636:aph(3')-Ia_4_AF498082:aph(3')-Ia_6_L05392:aph(3')-Ia_7_X62115:aph(3')-Ia_9_EU722351,aph(3')-Ia_1_V00359:aph(3')-Ia_3_EF015636:aph(3')-Ia_4_AF498082:aph(3')-Ia_6_L05392:aph(3')-Ia_7_X62115:aph(3')-Ia_9_EU722351,aph(3'),aph(3'),ami
aph(3')-Ia_3_EF015636,aph(3')-Ia,aph(3')-Ia_1_V00359:aph(3')-Ia_3_EF015636:aph(3')-Ia_4_AF498082:aph(3')-Ia_6_L05392:aph(3')-Ia_7_X62115:aph(3')-Ia_9_EU722351,aph(3')-Ia_1_V00359:aph(3')-Ia_3_EF015636:aph(3')-Ia_4_AF498082:aph(3')-Ia_6_L05392:aph(3')-Ia_7_X62115:aph(3')-Ia_9_EU722351,aph(3'),aph(3'),ami
aph(3')-Ia_4_AF498082,aph(3')-Ia,aph(3')-Ia_1_V00359:aph(3')-Ia_3_EF015636:aph(3')-Ia_4_AF498082:aph(3')-Ia_6_L05392:aph(3')-Ia_7_X62115:aph(3')-Ia_9_EU722351,aph(3')-Ia_1_V00359:aph(3')-Ia_3_EF015636:aph(3')-Ia_4_AF498082:aph(3')-Ia_6_L05392:aph(3')-Ia_7_X62115:aph(3')-Ia_9_EU722351,aph(3'),aph(3'),ami
aph(3')-Ia_6_L05392,aph(3')-Ia,aph(3')-Ia_1_V00359:aph(3')-Ia_3_EF015636:aph(3')-Ia_4_AF498082:aph(3')-Ia_6_L05392:aph(3')-Ia_7_X62115:aph(3')-Ia_9_EU722351,aph(3')-Ia_1_V00359:aph(3')-Ia_3_EF015636:aph(3')-Ia_4_AF498082:aph(3')-Ia_6_L05392:aph(3')-Ia_7_X62115:aph(3')-Ia_9_EU722351,aph(3'),aph(3'),ami
aph(3')-Ia_7_X62115,aph(3')-Ia,aph(3')-Ia_1_V00359:aph(3')-Ia_3_EF015636:aph(3')-Ia_4_AF498082:aph(3')-Ia_6_L05392:aph(3')-Ia_7_X62115:aph(3')-Ia_9_EU722351,aph(3')-Ia_1_V00359:aph(3')-Ia_3_EF015636:aph(3')-Ia_4_AF498082:aph(3')-Ia_6_L05392:aph(3')-Ia_7_X62115:aph(3')-Ia_9_EU722351,aph(3'),aph(3'),ami
